It’s Roland,E o Roland
What’s all that noise?,O que e todo esse barulho?
There is trouble and you’re needed on deck,Tem problemas e precisam de voce no conves
Let’s go,Vamos
#Bleeding,#Sangramento
warrior,guerreiro
Unlimited,Ilimitado
#Bleeding,#Sangramento
Unlimited,Ilimitado
#Bleeding,#Sangramento
Toggles the special ‘nostalgic UI’ that may remind you of classic RPG series we all know and love,Ativa a 'interface nostalgica' especial que pode lembrar voce das series de RPG classicas que todos conhecemos e amamos
The skin of the dice being rolled during skill-tests,O visual dos dados que sao rolados durante os testes de pericia
Spell Grimoire,Grimorio de Feiticos
MAIN QUESTS,MISSOES PRINCIPAIS
COMPLETED,CONCLUIDAS
Factions,Facoes
Quests that have been completed,Missoes que foram concluidas
WAKING UP,O DESPERTAR
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obter habilidades de conjuracao, voce deve comprar niveis na arvore de talentos correspondente (violeta"
Feat-tree,Arvore de Talentos
More spells can be learned by studying spell-tomes that you acquire as you adventure,Mais feiticos podem ser aprendidos estudando tomos de magia que voce adquire enquanto se aventura
Champion Feats,Talentos de Campeao
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obter habilidades de conjuracao, voce deve comprar niveis na arvore de talentos correspondente (violeta"
Feat-tree,Arvore de Talentos
More spells can be learned by studying spell-tomes that you acquire as you adventure,Mais feiticos podem ser aprendidos estudando tomos de magia que voce adquire enquanto se aventura
Champion Feats,Talentos de Campeao
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet","Para obter habilidades de conjuracao, voce deve comprar niveis na arvore de talentos correspondente (violeta"
Feat-tree,Arvore de Talentos
More spells can be learned by studying spell-tomes that you acquire as you adventure,Mais feiticos podem ser aprendidos estudando tomos de magia que voce adquire ao se aventurar
Champion Feats,Talentos de Campeao
Learn 2 new spells from the Body Magic School,Aprenda 2 novos feiticos da Escola de Magia Corporal
TIER,NIVEL
Bear's Strength Cure Moderate Poison Minor Lay on Hands Serpent's Grace,Forca do Urso Curar Veneno Moderado Imposicao de Maos Menor Graca da Serpente
Cure Moderate Disease Fleet of Foot Moderate Lay on Hands Lesser Regeneration Pestilence,Curar Doenca Moderada Pizada Veloz Imposicao de Maos Moderada Regeneracao Menor Pestilencia
Miasma Circle of Healing Greater Lay on Hands Greater Regeneration Corporeal Restoration,Miasma Circulo de Cura Imposicao de Maos Maior Regeneracao Maior Restauracao Corporal
Learn 2 new spells from the Mind Magic School,Aprenda 2 novos feiticos da Escola de Magia Mental
Aura of Fear Clear Senses Fortify Awareness Fortify Will Instil Courage Sublime Projection,Aura de Medo Sentidos Claros Fortalecer Percepcao Fortalecer Vontade Infundir Coragem Projecao Sublime
Searing Light Heal Mind Holy Lance Stunning Touch Touch of Confusion,Luz Ardente Curar Mente Lanca Sagrada Toque Atordoante Toque de Confusao
Hysterical Blindness Mental Restoration Stunning Aura,Cegueira Histerica Restauracao Mental Aura Atordoante
Learn 2 new spells from the Spirit Magic School,Aprenda 2 novos feiticos da Escola de Magia Espiritual
Blessing Touch Mark of Heroism Hammer of Light Holy Light Touch of Condemnation,Toque de Bencao Marca do Heroismo Martelo de Luz Luz Sagrada Toque de Condenacao
Heroic Aura Aura of Condemnation Aura of Silence Blessing Aura Touch of Weakness,Aura Heroica Aura de Condenacao Aura de Silencio Aura de Bencao Toque de Fraqueza
Command of Paralyzation Holy Judgement Purge Magic,Comando de Paralizacao Julgamento Sagrado Purgar Magia
Select a target for your Ability!,Selecione um alvo para sua Habilidade!
Targets user,Alvo: usuario
Click anywhere to use ability!,Clique em qualquer lugar para usar a habilidade!
Select a target for your Maneuver!,Selecione um alvo para sua Manobra!
"If it’s the hedge maze you mean, just head west and then north","Se voce se refere ao labirinto de arbustos, basta seguir para o oeste e depois para o norte"
Had to drag you out o’ there enough times,Tive que arrastar voce para fora dali vezes o suficiente
You pet the dog,Voce acarinha o cachorro
Sub-Quest Completed,Sub-Missao Concluida
Armand whafts the scent of the grilled sandwich towards his nose,Armand puxa o aroma do sanduiche grelhado em direcao ao nariz
"Ah, the crust of the bread, the softness of the cheese, the savoryness of the ham","Ah, a casca do pao, a maciez do queijo, o sabor do presunto"
Perfection!,Perfeicao!
You shall indeed never again go hungry in the night,Voce de fato nunca mais passara fome pela noite
I say,Eu digo
I'm quite lost,Estou bem perdido
SIDE QUESTS,MISSOES SECUNDARIAS
Success,Sucesso
Hard were the years that followed  the mercenary life is bloody and unforgiving,Duros foram os anos que se seguiram a vida mercenaria e sangrenta e implacavel
Tome,Tomo
"31,0/280 lb","31,0/280 lb"
Learn,Aprender
TOME,TOMO
Read to learn the spell,Leia para aprender o feitico
Requires ranks in one of the following schools,Requer niveis em uma das seguintes escolas
Tier,Nivel
Requires at least 1 rank in one of the following Attribute(s,Requer pelo menos 1 nivel em um dos seguintes Atributos
Cannot learn spell,Nao pode aprender o feitico
Cannot learn spell,Nao pode aprender o feitico
MINOR LAY ON HANDS,IMPOSICAO DE MAOS MENOR
Body Magic School Tier,Nivel da Escola de Magia Corporal
reaches Level,alcanca o Nivel
Medium Club,Porrete Medio
Listen here Basilo has a proposal for you!,Escute aqui Basilo tem uma proposta para voce!
My children,Meus filhos
Sell,Vender
Sell Stack,Vender Pilha
Vendor will pay you,O vendedor pagara a voce
for this,por isso
Wreck Picker (Vendor has 300 Gold,Coletor de Destrocos (O vendedor tem 300 de Ouro
Sell mult,Vender mult
Buy mult,Comprar mult
Suspicion,Sospeita
Restocks in 4 days,Reestoque em 4 dias
Sold for,Vendido por
Sold Scrimshaw for 1 Gold!,Vendia a Gravura em Marfim por 1 de Ouro!
Wreck Picker (Vendor has 299 Gold,Coletor de Destrocos (O vendedor tem 299 de Ouro)
Sold Mug for 1 Gold!,Vendeu a Caneca por 1 de Ouro!
Wreck Picker (Vendor has 298 Gold,Coletor de Destrocos (O vendedor tem 298 de Ouro)
Medium Club,Porrete Medio
You fail to scale the wall and fall down,Voce falha ao escalar a parede e cai
reaches Level,alcanca o Nivel
TWO-HANDED EXPERT,ESPECIALISTA EM DUAS MAOS
Confirm,Confirmar
Pick 2 new Body Magic School 1 spells to learn,Escolha 2 novos feiticos da Escola de Magia Corporal 1 para aprender
Pick 1 new Body Magic School 1 spell to learn,Escolha 1 novo feitico da Escola de Magia Corporal 1 para aprender
You have selected the required spells and can proceed!,Voce selecionou os feiticos necessarios e pode prosseguir!
Spell,Feitico
Cost,Custo
Att,Ataque
Touch,Toque
Targets any ally adjacent to the caster,Alvo: qualquer aliado adjacente ao conjurador
Targets any opponent or ally adjacent to the caster,Alvo: qualquer oponente ou aliado adjacente ao conjurador
#Blindness,#Cegueira
#Deafness,#Surdez
#Disease,#Doenca
#Stun,#Atordoamento
#Paralysis,#Paralisia
#Asleep,#Dormindo
#Poison,#Veneno
#Intoxicated,#Intoxicado
#Silenced,#Silenciado
#Bleeding,#Sangramento
Select a target!,Selecione um alvo!
Cast Spell,Conjurar Feitico
Giant Bat is occupied!,Morcego Gigante esta ocupado!
Critical Backstab!!!,Apunhalada pelas Costas Critica!!!
Hat of Defence,Chapeu de Defesa
Hat of Defence,Chapeu de Defesa
HAT OF DEFENCE,CHAPEU DE DEFESA
Giant Leech is occupied!,Sanguessuga Gigante esta ocupada!
Crab is occupied!,Caranguejo esta ocupado!
Giant Crab Disengages,Caranguejo Gigante Desengaja
Cannot fire in melee!,Nao e possivel disparar em combate corpo a corpo!
Kat does not have a valid target!,Kat nao tem um alvo valido!
Like I said gutting the bastard will go a long way towards setting things right,Como eu disse esfaquear o bastardo vai ajudar muito a consertar as coisas
only has a LORE score of,tem apenas um nivel de CONHECIMENTO de
Stars are birthed and die collapsing in on themselves in cataclysms that shake the very foundations of creation,Estrelas nascem e morrem desmoronando em si mesmas em cataclismos que abalam as proprias estruturas da criacao
#Afraid,#Medo
Melee To Hit -2 Willpower,Acerto Corpo a Corpo -2 Forca de Vontade
Roll a successful Willpower Saving Throw vs DC 10 at end of each turn to remove,Faca um Teste de Resistencia de Forca de Vontade contra CD 10 bem-sucedido no final de cada turno para remover
Status Tag,Etiqueta de Status
DC,CD
Wreck Picker (Vendor has 297 Gold,Coletor de Destrocos (O vendedor tem 297 de Ouro).
Sold Fishing Hook for 1 Gold!,Vendeu o Anzol por 1 de Ouro!
Wreck Picker (Vendor has 296 Gold,Coletor de Destrocos (O vendedor tem 296 de Ouro
Sold Cracked Wine Jug for 1 Gold! 2 Cracked Wine Jug remaining,Vendeu a Jarra de Vinho Rachada por 1 de Ouro! Restam 2 Jarras de Vinho Rachadas
Wreck Picker (Vendor has 295 Gold,Coletor de Destrocos (O vendedor tem 295 de Ouro
Sold Cracked Wine Jug for 1 Gold! 1 Cracked Wine Jug remaining,Vendeu a Jarra de Vinho Rachada por 1 de Ouro! Resta 1 Jarra de Vinho Rachada
Wreck Picker (Vendor has 294 Gold,Coletor de Destrocos (O vendedor tem 294 de Ouro
Sold Cracked Wine Jug for 1 Gold!,Vendeu a Jarra de Vinho Rachada por 1 de Ouro!
Wreck Picker (Vendor has 293 Gold,Coletor de Destrocos (O vendedor tem 293 de Ouro.
This item can't be traded,Este item nao pode ser negociado
Buy,Comprar
Steal,Roubar
Vendor wants,O vendedor quer
Wreck Pic,Coletor de Destrocos
must roll,deve rolar
Foggy Dusk,Anoitecer com Nevoa
is too hungry to work,esta com muita fome para trabalhar
Overcast Dusk,Anoitecer Nublado
Mold Chil,Mofo Gelido
Disengages,Desengaja
Select a Spell to cast,Selecione um Feitico para conjurar
Select a target to use ability!,Selecione um alvo para usar a habilidade!
Select a target for your SPELL!,Selecione um alvo para o seu FEITICO!
Fog and Rain Dusk,Anoitecer com Nevoa e Chuva
Ring,Anel
Crafted 1 Farmer's Omelette,Fabricou 1 Omelete do Fazendeiro
farmer's omelette,omelete do fazendeiro
Crafted 2 Farmer's Omelette,Fabricou 2 Omeletes do Fazendeiro
Pick 2 new Spirit Magic School 1 spells to learn,Escolha 2 novos feiticos da Escola de Magia Espiritual 1 para aprender
Pick 1 new Spirit Magic School 1 spell to learn,Escolha 1 novo feitico da Escola de Magia Espiritual 1 para aprender
Positive Condition,Condicao Positiva
Dodge +1 Melee To Hit +1 Ranged To Hit +1 Toughness +1 Willpower,Esquiva +1 Acerto Corpo a Corpo +1 Acerto a Distancia +1 Resistencia +1 Forca de Vontade
Lasts until end of combat,Dura ate o fim do combate
Targets any opponent adjacent to the caster,Alvo: qualquer oponente adjacente ao conjurador
Deals 4-8 (+Magical Aptitude,Causa 4-8 (+Aptidao Magica
#Invisible,#Invisivel
FAILED,FALHOU
Roland reaches Level,Roland alcanca o Nivel
Out of ammo!,Sem municao!
Kat is out of ammo!,Kat esta sem municao!
Kat Defends,Kat Defende
Roland Defends,Roland Defende
Reaver recovers from surprise!,Saqueador se recupera da surpresa!
Reaver is occupied!,Saqueador esta ocupado!
is occupied!,esta ocupado!
QUICK_SAVE,SALVAMENTO_RAPIDO
Quick_Save,Salvamento_Rapido
Kat Defends,Kat Defende
Roland Defends,Roland Defende
Reaver recovers from surprise!,Saqueador se recupera da surpresa!
Reaver is occupied!,Saqueador esta ocupado!
Roland is occupied!,Roland esta ocupado!
Reaver Disengages,Saqueador Desengaja
Accurate Masterwork Shortbow,Arco Curto de Precisao Obra-Prima
ACCURATE MASTERWORK SHORTBOW,ARCO CURTO DE PRECISÃO OBRA-PRIMA
Out of ammo!,Sem municao!
Kat is out of ammo!,Kat esta sem municao!
Kat is occupied!,Kat esta ocupada!
Curses!!,Maldicao!!
Leap,Salto
You leap and instantly realize you've misjudged the distance,Voce salta e instantaneamente percebe que calculou mal a distancia
You plummet onto the rocks below,Voce despenca nas rochas abaixo
Unconscious,Inconsciente
is not conscious,nao esta consciente
You must select a conscious character to act!,Voce deve selecionar um personagem consciente para agir!
Spider Cr,Caranguejo-Aranha
Spider Crab recovers from surprise!,Caranguejo-Aranha se recupera da surpresa!
Spider Crab Defends,Caranguejo-Aranha Defende
Spider Crab Disengages,Caranguejo-Aranha Desengaja
Spider Crab is occupied!,Caranguejo-Aranha esta ocupado!
Roland is too hurt to force a lock,Roland esta muito ferido para arrombar uma fechadura
Rot Crab recovers from surprise!,Caranguejo Putrefato se recupera da surpresa!
Can't reach target!,Nao consegue alcancar o alvo!
does not have a valid target!,nao tem um alvo valido!
Defends,Defende
Acid Damage,Dano de Acido
Rot Crab is occupied!,Caranguejo Putrefato esta ocupado!
Shifting,Deslocando-se
Shifts,Desloca-se
Roland holds his action,Roland adia sua acao
Kat Disengages,Kat Desengaja
Roland must roll,Roland deve rolar
You can only manage your party if resting in a comfortable camp or lodgings,Voce so pode gerenciar seu grupo se estiver descansando em um acampamento confortavel ou estalagem
Find bed or an inn!,Encontre uma cama ou uma taverna!
redman,redman
lemons,limoes
is too heavily wounded to work,esta muito gravemente ferido para trabalhar
Kat fletched,Kat fabricou
arrow!,flecha!
Roland found,Roland encontrou
ration!,racao!
#Disease,#Doenca
Spider Cr,Caranguejo-Aranha
Kat Defends,Kat Defende
Spider Crab recovers from surprise!,Caranguejo-Aranha se recupera da surpresa!
Roland Disengages,Roland Desengaja
Shield of Defence,Escudo de Defesa
Shield of Defence,Escudo de Defesa
SHIELD OF DEFENCE,ESCUDO DE DEFESA
rounds of oxygen remaining,rodadas de oxigenio restantes
FATE OF THE SANTA FURY,O DESTINO DO SANTA FURY
Overcast Dawn,Alvorecer Nublado
Got work for me?,Tem trabalho para mim?
Hire,Contratar
Do you wish to hire this mercenary for 300 gold?,Deseja contratar este mercenario por 300 moedas de ouro?
A mercenary is a blank character that you get to create from scratch and add to your party,Um mercenario e um personagem em branco que voce pode criar do zero e adicionar ao seu grupo
This recipe requires the following ingredients,Esta receita requer os seguintes ingredientes
You have now learned how to make this recipe,Voce aprendeu a fazer esta receita
You can’t afford to hire this mercenary at the moment,Voce nao tem dinheiro para contratar este mercenario no momento
"Taking a running start, you leap","Pegando impulso, voce salta"
You make it and fall heavily into a roll as you land,Voce consegue e cai rolando pesadamente ao pousar
Giant Crab recovers from surprise!,Caranguejo Gigante se recupera da surpresa!
Giant Crab is occupied!,Caranguejo Gigante esta ocupado!
Fell Houn,Cao Cruel
Shifts,Desloca-se
Dire Hound recovers from surprise!,Cao Demoniaco se recupera da surpresa!
Shifts,Desloca-se
Defends,Defende
#Disease,#Doenca
Lights as you've never seen; like those sailors from the high north talk of,Luzes como voce nunca viu; como aquelas de que os marinheiros do extremo norte falam
Do I hear chanting up ahead?,Estou ouvindo canticos logo a frente?
sylver,sylver
reticular,reticular
Dire Rat recovers from surprise!,Rato Raivoso se recupera da surpresa!
Crafted 1 Potion of Cure Disease,Fabricou 1 Pocao de Curar Doenca
Accurate Fine Waraxe,Machado de Guerra Fino de Precisao
ACCURATE FINE WARAXE,MACHADO DE GUERRA FINO DE PRECISÃO
Medium Axe,Machado Medio
Axes Weapons can't be equipped by this Class,Armas do tipo Machado nao podem ser equipadas por esta Classe
"From the center of the three, The Santa Fury made her flight","Do centro dos tres, O Santa Fury empreendeu fuga"
HEALING 5+,CURA 5+
A HEALING score of 5 or higher is required to succeed,Um nivel de CURA de 5 ou mais e necessario para ter sucesso
Healing (,Cura (
beats Difficulty (,supera a Dificuldade (
has a HEALING score of,tem um nivel de CURA de
only has a LORE score of,tem apenas um nivel de CONHECIMENTO de
Resistant,Resistente
Disengages,Desengaja
Criticals,Criticos
Battlemagos Feats,Talentos de Mago de Batalha
Learn 2 new spells from the Air Magic School,Aprenda 2 novos feiticos da Escola de Magia do Ar
Blink Mark of Blurring Magic Missile Steal Breath,Teleporte Marca da Furtividade Misseis Magicos Roubar Sopro
Blinding Bolt Mark of Haste Purge Invisibility,Raio Cegante Marca da Celeridade Purgar Invisibilidade
Dispel Magic Mark of Invisibility Lightning Strike Poisoned Globe,Dissipar Magia Marca da Invisibilidade Relampago Globo Envenenado
Learn 2 new spells from the Earth Magic School,Aprenda 2 novos feiticos da Escola de Magia da Terra
Arcane Shockwave Mark of Lethargy Summon Vermin Swarm of Gnats,Onda de Choque Arcana Marca do Letargo Invocar Alima-a Enxame de Mosquitos
Mass Lethargy Stoneskin Summon Giant Insect,Letargo Em Massa Pele de Pedra Invocar Inseto Gigante
Breath Glass Diamond Form Summon Ooze,Sopro de Vidro Forma de Diamante Invocar Gosma
Learn 2 new spells from the Fire Magic School,Aprenda 2 novos feiticos da Escola de Magia do Fogo
Aura of Flame Flaming Fists Fire Warrior Mark of Illumination,Aura de Chamas Punhos Flamejantes Guerreiro do Fogo Marca da Iluminacao
Searing Lash Aura of Fire Resistance Summon Magmite,Latigazo Ardente Aura de Resistencia ao Fogo Invocar Magmite
Fireball Fire Frenzy Inferno,Bola de Fogo Frenesi de Fogo Inferno
TOUCHED BY THE RETICULUM,TOCADO PELO RETICULO
Pick 2 new Fire Magic School 1 spells to learn,Escolha 2 novos feiticos da Escola de Magia do Fogo 1 para aprender
Pick 1 new Fire Magic School 1 spell to learn,Escolha 1 novo feitico da Escola de Magia do Fogo 1 para aprender
Targets the character themself,Alvo: o proprio personagem
Lasts until end of turn,Dura ate o fim do turno
Aura,Aura
Targets all opponents and allies in the Aura target area,Alvo: todos os oponentes e aliados na area de efeito da Aura
Targets any opponent or ally anywhere on the battlefield,Alvo: qualquer oponente ou aliado em qualquer lugar do campo de batalha
Pick 2 new Fire Magic School 2 spells to learn,Escolha 2 novos feiticos da Escola de Magia do Fogo 2 para aprender
Targets any tile anywhere on the battlefield,Alvo: qualquer quadrado em qualquer lugar do campo de batalha
Summons one of the following creatures in each target area tile,Invoca uma das seguintes criaturas em cada quadrado da area alvo
Pick 1 new Fire Magic School 2 spell to learn,Escolha 1 novo feitico da Escola de Magia do Fogo 2 para aprender
Line,Linha
Targets all opponents and allies in the Line target area,Alvo: todos os oponentes e aliados na area de efeito da Linha
